date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:38	7212/7212	---M-Z	200	added ('OK')	text/css	etag:%221c2c-67949296-aa6b962aa1997e0d;gz%22	https://askit.dextheme.net/shieldx/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.3.0	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/themes/hello-elementor/header-footer.min9b70.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:39	14370/14370	---M-Z	200	added ('OK')	text/css	etag:%223822-6696652d-32f3e13de15c26ae;gz%22	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-3.css?ver=1721132333	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-35add.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:40	146530/146530	---M-Z	200	added ('OK')	text/css	etag:%2223c62-669674d7-1982f039ff7d2539;gz%22	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-5.css?ver=1721136343	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-5c475.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:41	460642/460642	---M-Z	200	added ('OK')	text/css	etag:%2270762-6794928a-341015eb6bdd1228;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.3.9	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles7558.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:41	30347/30347	---M-Z	200	added ('OK')	text/css	etag:%22768b-6794928a-d05928d8ea48b58b;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.3.9	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive7558.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:43	124992/124992	---M-Z	200	added ('OK')	text/css	etag:%221e840-6794928a-28d59cc1746fe123;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.3.9	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons7558.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:43	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-65772507-62a2f9ae1f3e0eeb;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/jquery/jquery.minf43b.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:44	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65772507-cf2ee169bc0aba93;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:44	161/161	---M--	200	added ('OK')	application/x-javascript	etag:%22a1-66acab38-e8ffa8bb4ebf4d62;;;%22	https://askit.dextheme.net/shieldx/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public.js?ver=1.0.23	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public982a.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:45	4487/4487	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:44%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/Logo-Shieldx1.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/Logo-Shieldx1.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:45	17104/17104	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:45%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUb.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUb.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:46	16425/16425	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:46%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUc.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUc.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:47	16848/16848	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:47%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUd.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUd.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:48	17936/17936	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:47%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUe.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUe.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:49	11827/11827	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:48%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUf.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUf.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:49	24482/24482	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:49%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUa.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/U8C4PJUa.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:52	6801/6801	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:52%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/Quote-Style-2.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/Quote-Style-2.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:52	168639/168639	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:35:50%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/2DFFCYMa.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/2DFFCYMa.jpg	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:53	3202/3202	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:53%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L4.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L4.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:54	5980/5980	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:54%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-287a.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-287a.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:55	2156/2156	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:55%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-281a.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-281a.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:55	3597/3597	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:55%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-285.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-285.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:56	3059/3059	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:56%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L3.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L3.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:56	3375/3375	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:56%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L7.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L7.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:57	4134/4134	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:57%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-286a.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/logoipsum-286a.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:35:58	3171/3171	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:35:57%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L12.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/L12.png	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:36:00	288037/288037	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:35:58%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/SD4KJG2a.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/SD4KJG2a.jpg	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:36:45	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-67949288-62131b318f1c4696;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:05	374017/374017	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:36:00%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/AWD2B8M.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/AWD2B8M.jpg	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:07	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-67949288-37d1628728e02eac;;;%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-image.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:07	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-67949288-e0d51bd083904e25;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-heading.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:09	4298/4298	---M-Z	200	added ('OK')	text/css	etag:%2210ca-67949288-a10f73371537140c;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-divider.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:11	704/704	---M-Z	200	added ('OK')	text/css	etag:%222c0-67949288-3d123507cc816a08;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-text-editor.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:12	1409/1409	---M-Z	200	added ('OK')	text/css	etag:%22581-67949288-b77d4ae5c0ce261d;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-image-box.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:13	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%222846-67949288-1c3cab3e67488650;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-icon-list.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:14	793/793	---M-Z	200	added ('OK')	text/css	etag:%22319-67949288-cefc2cb82fa16ecd;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-counter.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:15	11256/11256	---M-Z	200	added ('OK')	text/css	etag:%222bf8-65772507-c2e366d5229127a0;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:16	4186/4186	---M-Z	200	added ('OK')	text/css	etag:%22105a-65772507-14e7f357fe09b893;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.7.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/mediaelement/wp-mediaelement.min9704.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:17	10071/10071	---M-Z	200	added ('OK')	text/css	etag:%222757-67949288-4eb485cd1078e4a2;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-icon-box.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:17	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-67949288-2b53193ff37bbf0;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:18	1833/1833	---M-Z	200	added ('OK')	text/css	etag:%22729-67949288-cd9d66352db5ff6a;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-spacer.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:19	24074/24074	---M-Z	200	added ('OK')	text/css	etag:%225e0a-6696652e-9dc7695e1a9ebe11;gz%22	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-270.css?ver=1721132334	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-27025d1.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:20	115949/115949	---M-Z	200	added ('OK')	text/css	etag:%221c4ed-6794928c-d7afcf5b87f42f13;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/css/metform-ui.css?ver=3.9.3	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/css/metform-ui657a.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:20	25366/25366	---M-Z	200	added ('OK')	text/css	etag:%226316-6794928c-34aaf4a0cb9d7af9;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/css/style.css?ver=3.9.3	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/css/style657a.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:22	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-67949288-e8e1e5c2768645ce;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/widget-social-icons.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:23	7025/7025	---M-Z	200	added ('OK')	text/css	etag:%221b71-67949288-a3560350a9565b89;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:34	3516/3516	---M-Z	200	added ('OK')	application/x-javascript	etag:%22dbc-6794928c-70407e79e1ba8261;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=3.9.3	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert657a.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:35	1936/1936	---M-Z	200	added ('OK')	application/x-javascript	etag:%22790-67949296-e84ebd967b5f792c;gz%22	https://askit.dextheme.net/shieldx/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.3.0	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/themes/hello-elementor/assets/js/hello-frontend.min9b70.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:35	40/40	---M--	200	added ('OK')	application/x-javascript	etag:%2228-6794928a-abab962c2c68c3;;;%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.3.9	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script7558.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:37	137522/137522	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221932-6794928a-e281f17a5b587a48;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.3.9	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts7558.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:38	15073/15073	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ae1-67949288-fa4f46b366c13f52;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mindb68.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:40	1801/1801	---M-Z	200	added ('OK')	application/x-javascript	etag:%22709-67949288-1d96db28452f887c;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:42	158005/158005	---M-Z	200	added ('OK')	application/x-javascript	etag:%2226935-65772507-d1bfd0ebfd65fb59;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:42	1191/1191	---M-Z	200	added ('OK')	application/x-javascript	etag:%224a7-65772507-c52d1aea5f96bf08;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.7.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelement-migrate.min9704.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:43	1107/1107	---M-Z	200	added ('OK')	application/x-javascript	etag:%22453-65772507-42ea87fba294ca3a;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.7.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/mediaelement/wp-mediaelement.min9704.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:44	1264/1264	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f0-6794928c-f74206e548e26dd8;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/js/htm.js?ver=3.9.3	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/js/htm657a.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:45	10628/10628	---M-Z	200	added ('OK')	application/x-javascript	etag:%222984-6733dee6-fea3b2e08cc948c2;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/dist/vendor/react.mincb06.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:46	129351/129351	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f947-6733dee6-c0052a2f407814b9;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/dist/vendor/react-dom.mincb06.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
